borrower_id,cluster_id,annual_revenue,dti_ratio,dscr,dpd_last_6m,repayment_consistency,default
3327,3,35.58,0.47,1.28,21,1,0
3328,2,56.04,0.49,1.31,6,0.69,0
3329,1,96.62,0.65,2.07,0,0.92,1
3330,1,49.73,0.22,1.26,4,0.86,1
3331,1,39.5,0.67,1.4,11,0.68,1
3332,0,15.1,0.41,1.28,0,0.58,0
3333,3,10.05,0.45,0.99,14,0.63,1
3334,0,13.76,0.41,1.41,3,0.87,0
3335,2,48.91,0.26,1.32,2,0.83,0
3336,3,115.71,0.78,1.53,18,0.79,0
3337,1,40.76,0.13,2.11,0,0.63,0
3338,3,49.12,0.42,1.46,11,0.81,1
3339,0,70.77,0.6,1.34,0,0.68,0
3340,3,28.94,0.42,1.68,14,0.48,1
3341,3,91.2,0.9,1.37,16,0.68,1
3342,3,35.34,0.32,1.94,11,0.66,0
3343,1,86.78,0.18,1.34,10,0.94,0
3344,1,68.02,0.22,0.81,0,1,0
3345,3,52.58,0.53,1.76,23,0.62,0
3346,3,31.74,0.8,0.9,10,0.71,0
3347,0,78.34,0.55,2.18,5,0.82,0
3348,1,46.66,0.18,1.08,2,0.91,0
3349,2,34.79,0.3,1.09,1,0.36,0
3350,2,97.72,0.7,2.06,2,0.5,0
3351,3,5,0.29,1.98,11,0.76,0
3352,0,95.4,0.28,1.74,9,0.75,0
3353,2,110.88,0.84,1.92,2,0.55,0
3354,0,23.28,0.2,1.05,1,0.65,1
3355,3,30.31,0.56,1.88,18,0.75,1
3356,0,16.53,0.36,1.12,5,0.97,0
3357,3,76.16,0.58,1.13,12,0.75,0
3358,3,30.79,0.74,1.38,12,0.7,0
3359,0,46.3,0.6,0.68,0,0.48,1
3360,1,69.08,0.05,1.8,2,0.83,1
3361,0,5,0.67,1.69,0,0.85,0
3362,3,5,0.7,1.54,10,0.39,1
3363,0,60.03,0.45,1.32,8,0.81,0
3364,0,38.45,0.52,1.27,0,0.55,1
3365,3,20.24,0.31,1.63,12,0.51,0
3366,0,50.01,0.38,1.35,6,0.91,1
3367,0,46.32,0.19,0.94,0,0.86,0
3368,0,22.69,0.56,1.29,1,0.63,0
3369,3,54.76,0.42,1.62,12,0.69,0
3370,1,20.17,0.48,0.79,0,0.67,0
3371,1,71.57,0.52,1.9,0,0.69,1
3372,3,44.09,0.23,1.96,12,0.53,0
3373,0,105.19,0.47,2.14,6,0.82,0
3374,1,10.89,0.18,1.26,1,0.27,0
3375,2,32.27,0.05,1.28,5,1,0
3376,0,78,0.63,0.74,0,0.6,0
3377,2,18.47,0.05,0.71,2,0.86,1
3378,0,50.99,0.1,1.17,4,0.57,0
3379,2,5,0.11,1.32,8,0.84,0
3380,2,17.88,0.39,1.04,0,0.62,0
3381,0,21.98,0.37,1.42,0,0.75,0
3382,1,44.87,0.22,0.81,4,0.73,1
3383,0,79.73,0.57,1.71,6,0.51,1
3384,0,41.84,0.44,1.63,5,0.75,0
3385,0,40.29,0.57,1.02,3,0.63,0
3386,3,25.89,0.53,0.37,23,0.7,0
3387,3,15.71,0.7,0.84,13,0.95,0
3388,2,80.55,0.06,1.53,2,0.92,0
3389,0,55.28,0.3,1.61,1,0.81,0
3390,2,40.29,0.57,1.65,0,0.62,1
3391,1,98.08,0.05,0.41,7,0.74,1
3392,2,5,0.34,1.25,0,0.93,0
3393,1,80.66,0.09,2.48,2,0.69,0
3394,1,5,0.53,1.38,1,0.89,1
3395,0,53.98,0.66,1.12,0,0.71,0
3396,1,78.94,0.36,2.29,0,1,0
3397,2,5,0.36,1.78,8,0.63,1
3398,1,87.08,0.73,1.22,0,0.84,0
3399,3,45.87,0.39,2.08,15,0.69,0
3400,0,25.89,0.34,1.22,0,0.92,0
3401,3,56.65,0.63,0.71,14,0.84,1
3402,2,65.68,0.61,0.69,8,0.8,0
3403,2,121.18,0.54,1.52,0,0.26,0
3404,2,44.24,0.42,2.19,0,0.74,0
3405,0,75.39,0.66,1.74,0,0.96,1
3406,2,53.6,0.45,1.15,2,1,0
3407,1,60.66,0.39,2.11,3,0.71,0
3408,2,42.43,0.45,2.09,7,0.62,0
3409,0,27.23,0.59,1.69,0,0.64,0
3410,0,61.53,0.54,2.02,0,0.98,0
3411,3,20.11,0.68,1.81,11,0.98,0
3412,0,5,0.47,1.67,7,0.9,0
3413,1,53.22,0.29,1.2,10,0.62,1
3414,1,25.25,0.4,1.7,5,0.51,0
3415,3,41.29,0.34,2.06,15,0.77,1
3416,0,5,0.38,1,4,0.9,0
3417,0,78.6,0.39,2.4,10,0.6,0
3418,0,5,0.54,0.96,6,0.87,0
3419,0,62.81,0.42,1.86,2,1,0
3420,3,65.79,0.47,0.9,14,0.74,0
3421,0,55.99,0.43,1.66,9,0.61,0
3422,3,80.86,0.46,1.45,13,0.75,0
3423,2,14.67,0.48,1.46,6,0.95,0
3424,3,108.85,0.55,1.79,14,0.63,0
3425,0,23.06,0.69,1.08,5,0.93,0
3426,2,69.83,0.68,0.69,3,0.64,0
3427,0,104.66,0.36,1.14,4,0.96,0
3428,2,43.67,0.11,2.19,1,1,0
3429,2,28.4,0.05,1.13,0,0.61,0
3430,3,73.82,0.51,1.74,12,0.84,0
3431,1,32.8,0.4,1.75,11,0.75,1
3432,0,24.1,0.76,1.74,5,0.62,0
3433,0,70.76,0.65,2.09,0,0.57,0
3434,1,72.6,0.1,1.65,7,1,1
3435,3,49.09,0.48,1.49,13,0.76,0
3436,2,51.97,0.26,1.61,0,0.81,0
3437,1,55.01,0.52,1.07,0,0.66,0
3438,0,44.25,0.66,2.31,0,0.93,0
3439,3,41.68,0.05,1.03,16,0.7,0
3440,3,9.33,0.54,0.52,13,0.79,0
3441,0,28.08,0.92,1.78,0,1,0
3442,0,49.75,0.36,2.28,9,0.63,0
3443,1,113.24,0.53,0.52,8,1,0
3444,0,15.68,0.32,0.71,3,1,0
3445,3,35.15,0.36,1.26,11,0.98,0
3446,1,11.18,0.39,0.3,0,0.58,0
3447,0,5,0.39,1.91,4,0.64,0
3448,1,91.56,0.32,1.31,0,0.54,0
3449,3,65.91,0.6,1.42,13,0.86,1
3450,0,90.66,0.09,1.24,9,1,0
3451,2,5,0.78,1.29,3,0.61,0
3452,0,68.96,0.4,1.99,0,0.64,0
3453,3,114.15,0.55,1.53,11,0.48,0
3454,3,78.77,0.3,1.9,15,0.53,1
3455,0,66.96,0.53,0.95,8,1,0
3456,2,26.93,0.71,1.05,3,0.79,1
3457,2,93.74,0.84,1.41,0,0.39,1
3458,2,30.67,0.67,1.37,1,0.61,0
3459,1,65.13,0.54,1.99,9,0.98,1
3460,0,18.84,0.53,1.71,7,0.58,0
3461,0,47.11,0.26,1.34,1,0.77,0
3462,2,79.3,0.09,1.55,2,0.64,0
3463,1,77.11,0.34,0.99,3,0.9,0
3464,2,50.52,0.57,0.93,6,1,0
3465,0,114.57,0.58,0.64,0,0.84,0
3466,2,43.71,0.05,2.61,6,0.72,0
3467,2,84.37,0.15,1.36,0,0.45,0
3468,2,33.12,0.38,1.34,0,0.59,0
3469,0,12.66,0.29,1.61,3,0.92,0
3470,3,44.02,0.24,1.42,11,0.75,1
3471,0,5,0.63,1.55,0,0.74,0
3472,2,59.63,0.41,1.31,0,0.95,0
3473,0,53.21,0.63,1.89,5,0.78,0
3474,1,68.51,0.05,2.24,2,0.7,0
3475,2,49.58,0.41,1.7,0,0.84,0
3476,1,41.05,0.3,2.27,0,0.89,0
3477,1,52.29,0.47,1.96,0,0.6,1
3478,3,83.9,0.05,1.15,15,0.67,0
3479,0,80.76,0.86,0.87,8,0.46,0
3480,3,88.35,0.35,0.42,8,0.63,1
3481,3,5,0.53,1.32,13,0.68,1
3482,3,82.09,0.65,1.5,11,0.75,0
3483,1,70.91,0.72,1.58,0,0.8,0
3484,0,111.4,0.34,1.21,0,0.81,1
3485,1,34.23,0.68,1.79,0,0.84,1
3486,0,40.93,0.67,2.33,7,0.98,0
3487,0,57.96,0.39,1.7,5,0.67,0
3488,3,5,0.49,1,12,1,0
3489,2,5,0.24,2.2,0,0.6,0
3490,3,59.4,0.36,0.73,9,0.61,0
3491,0,15.23,0.52,1.52,0,0.88,1
3492,0,9.85,0.75,0.55,0,0.81,0
3493,2,66.25,0.41,0.96,5,0.77,1
3494,0,5,0.37,1.66,8,0.69,1
3495,1,70.94,0.44,1.03,1,0.46,1
3496,0,24.01,0.14,1.42,3,0.75,0
3497,2,22.76,0.2,0.9,6,0.67,0
3498,0,60.81,0.34,1.78,4,1,1
3499,1,12.89,0.24,0.95,0,0.84,0
3500,2,101.99,0.06,1.21,3,0.76,0
3501,2,46.84,0.46,0.3,0,0.53,0
3502,2,49.47,0.87,1.3,0,0.68,0
3503,2,68.98,0.45,1.58,0,0.62,1
3504,1,82.13,0.05,1.56,0,0.67,1
3505,1,34.29,0.61,1.64,10,0.65,1
3506,1,70.76,0.56,0.85,0,0.77,1
3507,1,72.55,0.58,2.03,0,0.74,0
3508,0,94.02,0.22,1.61,8,0.88,0
3509,2,35.93,0.56,1.05,3,0.85,0
3510,1,72.57,0.6,1.74,0,0.58,0
3511,2,67.13,0.51,1.8,3,0.55,0
3512,3,62.81,0.48,0.44,16,0.63,0
3513,2,5,0.44,1.44,11,0.83,0
3514,3,87.71,0.79,1.96,13,0.65,0
3515,1,81.18,0.41,0.94,8,0.89,1
3516,0,69.8,0.66,2.17,2,0.37,0
3517,1,31.73,0.55,1.34,5,0.88,1
3518,3,99.43,0.69,0.95,16,0.44,1
3519,3,48.26,0.74,1.19,9,0.77,0
3520,0,64.59,0.58,0.89,9,0.92,0
3521,1,15.64,0.51,0.88,1,0.69,0
3522,0,40.59,0.83,0.99,0,0.76,1
3523,3,52.03,0.52,0.9,9,0.62,1
3524,0,23.57,0.57,1.71,4,0.72,1
3525,0,30.21,0.79,1.3,7,0.71,1
3526,0,66.08,0.58,1.44,5,1,1
3527,2,81.38,0.05,1.26,0,0.57,0
3528,1,6.3,0.05,1.45,5,0.87,0
3529,1,118.88,0.13,1.41,6,0.62,0
3530,1,24.05,0.26,0.74,6,0.67,0
3531,0,18.94,0.42,1.75,3,0.79,1
3532,1,95.92,0.52,1.49,0,0.93,1
3533,1,70.68,0.22,1.33,5,0.83,0
3534,3,79.15,0.54,1.16,14,0.54,0
3535,1,24.67,0.26,0.97,1,0.83,0
3536,0,63.56,0.64,0.68,0,0.82,0
3537,1,126.69,0.68,0.86,9,0.58,0
3538,2,24.4,0.65,0.92,5,0.96,0
3539,3,71.95,0.38,2.16,11,0.93,0
3540,3,26.77,0.99,1.35,24,0.56,1
3541,2,18.66,0.21,0.76,0,0.68,1
3542,2,42.55,0.32,2.12,2,0.65,0
3543,3,49.08,0.61,1.82,12,0.65,0
3544,2,44.93,0.44,1.49,0,0.83,0
3545,1,47.84,0.76,1.4,0,0.76,0
3546,0,116.05,0.05,0.52,6,0.88,0
3547,1,101.23,0.47,1.52,1,0.9,0
3548,0,55.24,0.21,1.61,4,0.81,0
3549,0,52.87,0.39,1.64,0,0.94,1
3550,1,93.55,0.45,1.13,0,1,1
3551,0,72.07,0.41,1.72,0,0.69,0
3552,1,57.99,0.26,1.79,4,0.7,1
3553,1,117.4,0.49,0.93,0,0.78,0
3554,3,24.12,0.72,1.52,16,0.47,0
3555,2,49.61,0.36,0.97,7,0.68,0
3556,3,45.89,0.83,1.37,10,0.85,0
3557,0,64.06,0.6,0.3,4,0.74,1
3558,2,18.29,0.4,1.65,5,0.83,0
3559,2,64.16,0.36,0.78,0,0.77,1
3560,2,41.82,0.55,1.76,1,0.58,0
3561,3,81.09,0.33,1.73,11,0.75,0
3562,1,40.63,0.6,2.45,0,1,1
3563,0,32.86,0.35,0.3,2,1,0
3564,3,70.72,0.3,1.48,20,0.76,1
3565,3,53.38,0.43,1.06,13,0.94,0
3566,1,42.23,0.77,1.41,14,0.79,1
3567,3,44.11,0.21,0.97,12,0.95,1
3568,3,35.52,0.18,0.46,12,0.69,0
3569,1,111.84,0.32,2.37,0,0.69,0
3570,0,66.48,0.18,1.48,0,0.93,0
3571,1,73.04,0.55,0.84,0,0.7,0
3572,2,65.65,0.42,1.22,7,0.62,1
3573,2,58.46,0.51,1.24,6,0.85,1
3574,2,37.43,0.52,1.93,0,0.68,0
3575,2,29.26,0.35,1.4,0,0.62,0
3576,3,37.3,0.28,1.47,13,0.53,0
3577,0,69.81,0.76,1.51,0,1,0
3578,1,37.03,0.51,1.32,0,0.65,0
3579,0,88.86,0.08,2.05,4,0.91,0
3580,3,100.83,0.44,1.38,13,0.63,0
3581,0,5,0.25,1.83,4,0.78,0
3582,3,98.07,0.53,1.61,10,0.43,0
3583,1,16.72,0.65,2.07,1,0.52,0
3584,1,42.15,0.31,1.44,0,0.81,0
3585,3,54.49,0.6,1.47,18,0.84,0
3586,2,5,0.69,1.41,4,0.67,0
3587,3,29.42,0.5,1.63,13,0.61,0
3588,0,55.09,0.31,0.89,9,0.5,1
3589,3,13.37,0.75,1.42,15,0.7,1
3590,3,12.09,0.76,0.71,11,0.36,1
3591,2,105.65,0.44,1.35,9,0.35,1
3592,2,53.99,0.46,1.24,0,0.57,0
3593,3,80.34,0.51,1.58,14,0.81,0
3594,3,107.88,0.37,1.66,20,0.8,1
3595,3,74.4,0.41,0.82,16,0.82,1
3596,1,34.99,0.32,1.22,4,0.87,1
3597,0,32.17,0.69,2.24,0,0.6,0
3598,2,66.08,0.12,1.14,6,1,0
3599,2,70.88,0.35,1.52,5,0.59,0
3600,3,57.96,0.65,1.61,11,0.59,1
3601,1,73.11,0.45,0.3,0,0.66,0
3602,2,46.5,0.23,1.13,0,0.67,0
3603,3,50.43,0.35,1.21,14,0.93,0
3604,2,37.37,0.74,1.79,0,0.68,1
3605,3,24.03,0.69,1.97,13,0.51,0
3606,0,23.39,0.42,1.01,8,0.56,1
3607,3,38.96,0.23,0.61,8,0.88,1
3608,0,72.11,0.64,2.34,10,0.64,0
3609,0,51.05,0.34,2.5,0,0.72,0
3610,2,37.41,0.88,0.75,9,0.78,1
3611,2,42.23,0.3,0.48,6,0.74,0
3612,1,5,0.54,1.09,5,0.41,1
3613,0,34.06,0.72,1.41,8,0.52,0
3614,3,72.8,0.53,1.86,13,0.56,0
3615,2,15.34,0.49,1.16,7,0.51,1
3616,2,5,0.19,1.19,11,0.69,0
3617,2,13.19,0.53,1.3,1,0.62,0
3618,3,35.21,0.52,1.03,11,0.5,0
3619,1,48.11,0.45,0.44,2,0.58,0
3620,0,56.96,0.3,1.46,6,0.54,0
3621,1,71.14,0.42,0.97,0,0.57,1
3622,0,42.67,0.59,2.34,10,0.82,0
3623,2,71.87,0.43,0.51,4,0.86,1
3624,2,14.17,0.56,1.55,4,0.87,0
3625,2,86.06,0.51,1.5,0,0.94,0
3626,0,60.78,0.36,1.18,7,0.65,1
3627,0,5,0.48,1.3,0,0.69,0
3628,2,53.23,0.34,2.28,0,0.61,0
3629,0,119.52,0.3,1.19,0,1,1
3630,1,111.51,0.59,1.79,4,0.94,0
3631,1,49.46,0.52,1.69,0,0.67,0
3632,1,67.93,0.43,2.21,0,0.44,0
3633,3,16.66,0.59,0.7,17,0.85,1
3634,2,11.66,0.33,1.23,0,0.75,0
3635,3,44.33,0.31,0.92,16,0.33,1
3636,2,35.37,0.16,1.63,7,0.86,1
3637,2,54.45,0.24,0.96,2,0.98,0
3638,2,68.87,0.42,1.75,3,0.94,0
3639,1,67.75,0.84,1.43,0,0.95,0
3640,1,80.6,0.2,1.04,3,0.96,1
3641,0,65.21,0.05,0.76,0,0.87,0
3642,2,83.85,0.39,1.69,7,0.87,0
3643,3,80.87,0.47,2.15,11,0.91,1
3644,1,44.24,0.27,1.22,0,0.92,1
3645,2,5,0.68,1.62,0,0.56,0
3646,3,13.36,0.28,0.76,22,0.8,0
3647,2,67.67,0.4,0.37,0,0.58,1
3648,1,55.02,0.46,0.81,4,1,1
3649,2,111.3,0.73,1.66,6,0.62,0
3650,1,5,0.62,0.41,4,0.7,0
3651,1,76.76,0.52,1.76,0,0.7,0
3652,3,49.5,0.5,0.74,14,0.9,0
3653,2,25.84,0.59,1.17,2,0.64,0
3654,1,103.11,0.84,2.13,7,0.62,1
3655,1,17.18,0.1,1.21,0,0.78,0
3656,2,60.2,0.25,0.81,11,0.79,0
3657,3,87.48,0.26,0.85,11,0.89,0
3658,2,24.92,0.81,2.12,0,0.71,0
3659,2,5,0.13,1.8,2,0.92,0
3660,0,68.49,0.18,1.62,2,0.4,0
3661,2,84.18,0.44,1.67,7,0.59,0
3662,1,34.81,0.71,1.76,0,0.54,1
3663,2,5,0.65,1.48,5,0.66,1
3664,2,57.4,0.39,0.8,0,0.91,0
3665,1,41.17,0.31,0.97,11,0.83,1
3666,1,5,0.51,1.02,1,0.66,0
3667,3,67.39,0.17,0.53,11,0.6,0
3668,3,28.57,0.89,0.92,12,0.97,0
3669,3,68.36,0.52,0.91,10,0.87,1
3670,1,119,0.86,2.29,6,0.84,1
3671,2,49.05,0.38,1.17,1,0.87,1
3672,3,52.51,0.4,1.28,12,0.6,0
3673,1,53.59,0.52,1.33,4,0.91,0
3674,1,46.93,0.42,0.47,0,0.8,1
3675,3,15.04,0.41,2.21,10,0.82,0
3676,1,59.28,0.16,2.02,10,1,1
3677,1,33.05,0.42,1.19,0,0.42,0
3678,3,36.57,0.12,0.73,12,0.31,0
3679,1,27.95,0.29,1.3,9,0.63,0
3680,2,63.65,0.36,1.38,0,0.76,0
3681,0,26.53,0.26,1.57,0,0.86,0
3682,0,61.45,0.41,1.78,4,0.82,0
3683,2,64.82,0.41,1.84,6,0.47,0
3684,3,51.89,0.98,2.31,13,0.61,0
3685,1,7.75,0.62,0.64,3,0.34,0
3686,2,31.87,0.49,1.29,6,0.8,0
3687,3,47.42,0.2,0.81,12,0.99,0
3688,3,10.48,0.28,1.2,11,0.95,1
3689,3,59.39,0.14,1.13,12,1,0
3690,0,93.07,0.54,1.69,3,0.76,0
3691,2,65.15,0.31,2.13,6,0.85,0
3692,3,12.94,0.55,0.97,15,0.88,0
3693,1,122.83,0.58,1.42,0,0.72,1
3694,3,34.32,0.37,0.74,12,0.5,0
3695,0,57.57,0.34,1.35,0,0.67,0
3696,2,29.6,0.43,1.74,0,0.32,1
3697,2,56.31,0.29,1.7,6,0.38,0
3698,1,91.41,0.24,1.69,10,0.63,1
3699,0,17.87,0.11,0.77,9,0.87,0
3700,2,35.92,0.15,2.11,10,0.57,0
3701,0,54.97,0.46,1.41,7,0.96,0
3702,0,5,0.53,0.51,2,0.76,1
3703,2,74.7,0.43,2.18,4,0.73,0
3704,2,28.27,0.29,2.23,6,0.79,0
3705,0,51.48,0.62,2,4,0.92,0
3706,3,16.91,0.83,0.3,14,0.66,1
3707,3,15.78,0.46,1.44,20,0.48,0
3708,3,49.62,0.39,1.77,17,0.73,1
3709,3,96.73,0.52,1.09,9,1,1
3710,2,21.32,0.05,1,0,0.79,1
3711,2,77.43,0.59,1.92,3,0.89,0
3712,3,89.31,0.26,1.95,15,0.51,0
3713,3,79.31,0.68,0.79,14,0.65,1
3714,0,44.86,0.17,1.79,0,0.8,0
3715,0,57.1,0.34,2.14,1,0.81,1
3716,2,95.88,0.15,1.18,4,0.74,0
3717,0,78.49,0.72,1.01,5,0.56,0
3718,2,50.63,0.11,1.01,6,0.59,0
3719,3,14.82,0.39,1.4,12,1,1
3720,1,105.09,0.3,1.35,3,0.55,0
3721,1,53.53,0.4,1.41,8,0.98,1
3722,0,33.61,0.64,1.82,8,0.58,0
3723,2,65.82,0.52,1.57,1,0.75,0
3724,2,5,0.41,2.07,3,0.44,0
3725,1,70.82,0.11,2.06,4,0.69,1
3726,1,68.26,0.79,1.28,1,0.77,0
3727,3,60.53,0.48,1.72,14,0.52,0
3728,2,78.18,0.52,1.62,0,0.71,0
3729,1,58.44,0.21,2.15,0,0.71,0
3730,2,67.96,0.69,0.48,0,0.82,1
3731,1,70.45,0.19,1.59,0,0.53,0
3732,3,81.3,0.96,0.45,17,0.76,0
3733,0,40.17,0.56,1.56,0,0.6,0
3734,3,63.2,0.71,2.59,16,0.85,0
3735,3,36.18,0.3,1.11,16,1,0
3736,0,59.38,0.42,0.86,0,0.61,1
3737,2,49.44,0.15,1.95,3,0.63,0
3738,1,22.96,0.59,2.36,0,0.43,1
3739,2,66.92,0.57,1.05,0,0.94,1
3740,2,5,0.47,1.36,3,0.69,1
3741,3,17.11,0.51,2.51,15,0.94,0
3742,0,71.38,0.32,0.63,0,0.78,0
3743,1,30.02,0.21,0.3,4,0.63,1
3744,0,65.92,0.76,1.52,3,0.62,0
3745,0,118.88,0.47,1.03,1,0.73,1
3746,0,5,0.41,1.59,1,0.85,0
3747,3,58.72,0.51,1.87,14,0.35,1
3748,1,105.43,0.29,1.45,6,0.65,0
3749,1,57.49,0.87,2.33,2,1,0
3750,0,50.2,0.7,1.35,2,0.67,1
3751,2,37.97,0.3,1.85,0,0.65,0
3752,2,26.19,0.51,1.41,6,0.38,0
3753,0,5,0.23,1.4,4,0.71,0
3754,2,35.72,0.42,1.63,0,0.49,0
3755,3,51.78,0.07,0.93,16,0.95,0
3756,0,54.55,0.8,0.54,5,0.65,1
3757,2,77.88,0.67,1.98,0,0.72,1
3758,0,76.24,0.32,1.86,4,0.61,0
3759,0,56.61,0.39,1.92,0,0.68,1
3760,1,59.84,0.45,1.22,0,1,1
3761,2,48.25,0.67,1.49,0,0.84,0
3762,0,27.34,0.49,1.36,0,0.8,0
3763,2,78.12,0.31,1.25,0,0.78,1
3764,1,45.17,0.48,0.42,5,0.49,1
3765,2,57.95,0.75,2.5,8,1,0
3766,3,127.54,0.56,1.63,11,0.4,0
3767,1,77.36,0.51,1.84,8,0.59,0
3768,2,43.86,0.79,1.43,2,0.61,0
3769,3,5,0.35,1.17,23,0.85,0
3770,2,83.31,0.52,1.43,0,0.76,0
3771,1,5,0.28,1.61,1,0.59,0
3772,0,37.35,0.3,1.78,0,0.78,0
3773,2,5,0.7,1.44,2,0.85,0
3774,0,35.37,0.17,1.19,6,0.98,1
3775,2,34.99,0.05,1.35,1,0.73,0
3776,2,54.46,0.7,1.81,7,0.95,1
3777,3,43.78,0.05,0.98,16,0.86,0
3778,0,78.41,0.71,1.98,0,0.43,0
3779,3,69.21,0.53,2.2,14,0.45,1
3780,2,75.18,0.37,0.95,1,0.7,0
3781,1,7.67,0.48,1.74,1,0.94,1
3782,2,46.04,0.29,1.17,1,0.96,1
3783,1,68.8,0.23,0.53,5,0.53,0
3784,0,52.61,0.62,1.64,0,0.45,0
3785,1,32.41,0.34,1.69,6,0.63,0
3786,1,27.34,0.86,1.53,0,0.31,0
3787,2,105.52,0.44,1.97,7,0.65,0
3788,1,64.13,0.47,1.43,10,0.71,0
3789,3,5,0.29,1.31,13,0.82,0
3790,1,12.48,0.53,1.7,4,0.78,0
3791,2,5,0.48,1.65,0,0.72,0
3792,2,8.26,0.34,1.7,0,0.59,0
3793,1,14.7,0.51,1.07,0,1,0
3794,2,86.55,0.41,1.44,8,0.56,0
3795,0,66,0.4,1.38,7,0.82,0
3796,3,24.49,0.68,1.65,9,0.74,0
3797,1,26.22,0.2,1.65,3,0.7,1
3798,1,31.83,0.65,1.21,0,1,0
3799,2,23.16,0.19,0.85,0,0.88,0
3800,1,41.51,0.42,1.17,2,0.73,1
3801,0,24.99,0.52,1.12,4,0.8,0
3802,3,42.73,0.4,1.1,11,0.72,0
3803,1,10.57,0.61,1.57,1,0.55,1
3804,0,47.99,0.55,0.89,0,1,1
3805,0,56.62,0.25,1.3,2,0.74,1
3806,1,19.02,0.4,1.1,0,0.86,1
3807,3,28.67,0.49,0.79,12,0.65,0
3808,2,44.32,0.68,1.95,0,0.89,0
3809,0,75.98,0.64,2,7,0.68,1
3810,0,84.15,0.45,1.05,2,0.54,1
3811,0,46.94,0.78,1.75,0,0.71,1
3812,1,58.51,0.11,1.81,2,0.83,0
3813,0,45.62,0.3,1.59,0,0.59,1
3814,2,86.55,0.42,0.38,7,0.52,0
3815,2,100,0.52,1.3,0,0.6,0
3816,2,74.35,0.57,1.91,0,0.41,0
3817,1,63.07,0.2,0.69,11,0.9,1
3818,1,63.27,0.42,1.58,0,0.85,1
3819,3,53.99,0.55,1.2,8,0.61,0
3820,2,27.15,0.25,1.51,9,0.64,0
3821,0,34.04,0.43,0.52,0,0.64,0
3822,0,57.56,0.59,0.94,0,0.5,1
3823,0,34.76,0.82,1.28,2,0.68,1
3824,2,9.39,0.34,1.53,0,0.61,0
3825,2,43.97,0.52,2.35,0,0.38,0
3826,0,5,0.53,1.91,0,1,0
3827,0,107.08,0.25,1.15,4,0.87,1
3828,0,33.01,0.63,1.58,1,1,0
3829,0,49.15,0.44,1.21,1,1,1
3830,1,85.79,0.54,1.02,0,0.77,1
3831,0,123.91,0.39,1.25,0,0.85,0
3832,3,44.22,0.4,1.13,21,0.99,0
3833,3,26.15,0.36,0.68,10,1,0
3834,1,69.36,0.27,2.36,0,0.4,0
3835,1,48.76,0.05,0.89,0,0.63,0
3836,0,45.82,0.47,0.77,0,0.64,1
3837,0,55.75,0.34,1.25,5,0.6,1
3838,2,63.2,0.28,0.63,0,0.79,0
3839,3,110.66,0.56,1.87,10,0.64,0
3840,1,9.82,0.48,1.35,4,0.82,0
3841,0,108,0.22,1.97,1,1,1
3842,0,43.47,0.44,2.13,8,0.92,0
3843,2,76.9,0.36,0.99,0,0.74,0
3844,1,54.56,0.51,0.78,0,1,1
3845,0,50.67,0.68,1.49,7,0.74,0
3846,1,55.85,0.29,1.92,6,0.74,0
3847,2,26.22,0.38,1.69,0,0.9,0
3848,2,98.14,0.55,1,0,0.97,0
3849,3,66.88,0.33,1.59,11,0.93,0
3850,2,61.52,0.48,1.42,0,0.84,0
3851,3,40.72,0.37,1.12,13,0.76,0
3852,1,8.46,0.64,1.24,0,0.57,0
3853,3,70.41,0.54,2.89,12,0.82,0
3854,2,72.15,0.37,1.08,0,0.8,0
3855,1,67.84,0.42,1.69,5,0.44,0
3856,0,52.74,0.2,2.12,10,0.95,0
3857,0,43.32,0.43,0.78,3,0.95,0
3858,2,87.09,0.27,1.21,5,1,0
3859,2,64.16,0.49,1.23,0,0.55,0
3860,0,58.47,0.55,1.75,0,0.71,0
3861,1,6.08,0.44,1.05,5,0.42,0
3862,1,5,0.51,0.98,9,1,0
3863,0,119.74,0.5,1.25,0,0.83,1
3864,1,74.83,0.62,1.41,0,0.53,1
3865,0,88.9,0.05,1.74,0,0.67,0
3866,0,5,0.59,1.72,5,0.8,0
3867,0,79.79,0.76,1.48,5,0.74,0
3868,0,41.48,0.56,1.5,2,1,0
3869,0,53.34,0.25,1.43,0,0.58,0
3870,0,66.21,0.66,0.96,3,0.76,0
3871,3,55.4,0.39,0.87,19,0.87,0
3872,1,55.22,0.39,1.3,9,0.94,0
3873,1,23.55,0.54,1.19,0,0.92,0
3874,1,68.36,0.51,1.97,10,0.89,0
3875,0,23.26,0.64,1.18,7,0.52,0
3876,1,25.24,0.15,2.5,0,0.77,0
3877,0,53.11,0.38,0.61,7,0.64,0
3878,1,12.16,0.22,0.3,2,0.88,1
3879,2,85.27,0.05,1.08,6,0.88,0
3880,3,85.43,0.32,1.21,21,0.66,0
3881,2,37.24,0.51,1.56,0,0.89,0
3882,0,42.47,0.7,1.64,1,0.38,0
3883,2,51.07,0.75,0.96,7,0.81,0
3884,0,5,0.45,1.43,0,0.66,0
3885,1,5.85,0.33,0.9,3,0.87,1
3886,3,71.64,0.51,1.95,10,0.65,0
3887,3,61.69,0.74,0.7,22,0.63,1
3888,2,39.16,0.47,2.42,0,0.99,0
3889,0,36.89,0.73,1.62,4,0.9,0
3890,2,71.32,0.63,2.32,0,0.75,0
3891,3,5,0.6,1.54,13,0.77,0
