borrower_id,age,business_type,years_in_operation,region,annual_revenue,ebitda_margin,cashflow_stability,bank_balance_avg,dti_ratio,dscr,loan_amount,tenure_months,interest_rate,past_delinquencies,dpd_last_6m,repayment_consistency,monthly_inflow,monthly_outflow,default
1690,32,Trading,6,South,39.36,18.51,0.56,7.6,0.57,1.39,13.55,48,12.33,0,7,0.76,11.27,10.9,0
1691,40,Construction,0,South,82.23,19.87,0.64,3.16,0.21,1.75,5.25,36,15.07,1,0,0.8,3.58,3.44,1
1692,30,Retail,3,East,58.28,12.24,0.88,3.69,0.16,2.04,14.82,12,17.23,1,0,0.65,5.07,2.61,0
1693,43,Trading,6,South,22.41,10.13,0.66,0.1,0.2,0.92,12.79,24,11.62,1,10,0.98,9.54,2.83,0
1694,21,Trading,3,South,11.38,13.83,0.57,3.18,0.57,1.87,9.69,48,14.34,0,9,0.53,8.54,3.84,0
1695,36,Healthcare,8,West,12.41,14.23,0.73,5.16,0.22,2.12,2.0,12,14.62,0,0,0.46,5.52,12.09,1
1696,54,Healthcare,3,West,23.13,20.96,0.63,0.1,0.62,0.45,10.24,36,18.83,1,0,0.54,2.37,10.7,1
1697,24,Retail,3,West,21.55,13.11,0.54,0.1,0.63,1.02,13.42,36,15.04,1,22,0.83,6.46,3.74,1
1698,28,Retail,2,Central,13.79,12.69,0.84,7.48,0.56,1.95,13.01,24,17.84,1,2,0.42,5.19,8.09,0
1699,40,Retail,2,South,83.65,16.8,0.63,1.27,0.41,1.85,2.0,60,15.49,2,0,0.48,8.57,4.28,0
1700,36,Services,5,North,5.0,1.0,0.73,3.95,0.62,0.3,17.03,24,17.68,0,7,0.66,5.59,1.0,0
1701,38,Construction,7,West,62.16,20.95,0.69,3.79,0.42,1.04,20.03,36,14.95,0,0,0.73,11.8,1.0,0
1702,39,Manufacturing,11,South,118.41,16.55,0.64,4.23,0.73,1.51,4.9,36,17.61,1,2,0.77,14.44,5.56,0
1703,41,Healthcare,6,West,52.61,14.78,0.64,4.42,0.61,0.86,14.99,12,14.03,1,0,1.0,10.48,10.96,0
1704,46,Trading,1,West,52.71,15.83,0.7,4.67,0.27,1.15,2.13,48,14.64,1,0,0.67,5.93,4.99,1
1705,39,Healthcare,8,West,56.84,17.6,0.88,2.92,0.28,1.37,3.71,36,15.18,0,0,0.93,3.98,11.97,0
1706,32,Manufacturing,6,South,5.7,27.93,0.75,2.24,0.34,1.33,7.47,48,18.91,0,0,0.73,14.59,5.23,0
1707,41,Retail,5,East,63.0,9.87,0.93,0.86,0.4,1.25,2.2,12,21.2,0,0,0.82,14.81,2.61,0
1708,53,Healthcare,8,Central,60.06,18.95,0.62,1.29,0.26,1.6,22.72,36,13.43,0,5,0.75,8.76,1.0,0
1709,33,Construction,12,South,48.78,14.64,0.72,2.04,0.6,1.89,15.62,36,17.23,0,0,0.61,13.62,19.62,1
1710,25,Construction,4,North,5.0,7.44,0.52,1.67,0.57,1.66,16.07,48,15.92,1,8,0.87,3.03,12.89,0
1711,46,Services,2,West,106.8,18.98,0.8,3.59,0.4,1.3,10.98,24,12.83,1,8,0.53,6.99,8.06,1
1712,33,Healthcare,8,South,57.12,14.27,0.86,3.38,0.69,2.26,12.33,12,17.83,0,6,0.63,12.45,5.9,0
1713,21,Retail,12,West,13.32,14.41,0.81,0.35,0.45,1.23,5.54,36,15.34,0,10,0.47,1.56,6.05,0
1714,43,Trading,5,South,19.86,13.58,0.84,1.16,0.17,1.64,12.47,12,12.22,1,8,0.75,1.0,9.67,1
1715,29,Services,5,Central,26.68,14.92,0.7,3.61,0.26,0.53,12.8,60,16.96,0,0,0.6,5.91,11.66,0
1716,34,Retail,5,North,97.63,17.33,0.77,0.1,0.51,0.3,6.3,24,15.88,0,0,0.82,7.15,11.36,0
1717,38,Services,6,Central,46.28,9.64,0.83,3.19,0.73,0.89,4.15,36,14.64,0,5,0.75,9.23,16.2,0
1718,36,Healthcare,0,South,46.3,11.83,0.87,1.87,0.52,0.9,14.4,36,15.19,0,0,0.69,13.84,7.6,0
1719,42,Manufacturing,5,South,34.1,18.59,0.7,2.97,0.26,1.18,6.49,36,10.47,0,8,1.0,6.2,1.0,0
1720,30,Healthcare,5,North,80.76,6.43,0.61,4.67,0.33,2.26,6.66,60,13.58,0,0,0.75,4.66,3.07,0
1721,40,Retail,5,East,82.34,18.63,0.91,2.05,0.53,2.48,8.48,48,10.95,1,1,1.0,9.22,4.54,0
1722,32,Trading,5,West,5.0,12.3,0.71,2.79,0.26,1.35,21.51,36,11.67,1,0,0.6,1.0,1.0,0
1723,42,Trading,5,West,46.98,18.61,0.69,0.79,0.81,2.09,10.35,36,17.04,0,14,0.94,10.34,8.94,0
1724,41,Retail,0,North,43.54,15.54,0.59,3.29,0.68,1.6,5.98,24,14.4,0,15,0.75,10.43,2.23,1
1725,25,Services,2,South,21.38,9.67,0.69,0.1,0.47,1.72,10.8,12,14.34,1,1,0.81,7.08,11.96,0
1726,45,Construction,7,West,32.54,9.66,0.65,2.23,0.63,0.83,7.38,24,14.2,1,4,0.75,11.54,8.83,1
1727,29,Retail,8,West,41.25,8.18,0.56,2.31,0.48,1.91,16.46,24,14.35,0,0,0.66,14.37,2.03,0
1728,43,Healthcare,3,South,19.76,5.39,0.58,3.52,0.38,1.17,15.08,24,19.69,0,13,0.95,12.2,1.66,1
1729,38,Trading,2,South,58.77,13.02,0.79,5.3,0.48,1.05,21.26,36,14.98,0,9,0.95,1.84,1.0,1
1730,53,Manufacturing,7,North,58.12,13.5,0.66,0.92,0.05,1.35,10.62,24,14.06,0,16,1.0,2.68,7.68,0
1731,32,Trading,5,North,65.53,16.09,0.72,3.21,0.56,2.58,15.11,48,19.77,0,0,0.66,10.91,5.9,0
1732,31,Construction,4,East,35.96,10.68,0.67,5.62,0.37,1.72,13.0,24,13.61,1,0,0.69,7.76,9.76,0
1733,34,Trading,7,North,5.0,15.92,0.56,2.47,0.75,1.13,8.93,48,14.3,0,16,0.68,1.34,15.07,0
1734,31,Construction,1,West,28.58,19.01,0.88,4.54,0.56,1.29,10.43,36,14.67,0,0,0.71,9.19,8.26,0
1735,42,Retail,8,West,18.44,23.68,0.74,2.31,0.49,1.53,6.19,36,19.0,2,10,0.88,1.0,11.73,1
1736,21,Trading,0,West,44.91,7.12,0.8,2.87,0.22,2.21,2.77,24,11.94,1,0,0.73,10.42,4.15,0
1737,24,Services,2,West,67.18,20.23,0.76,1.08,0.37,1.11,13.5,12,13.02,0,5,0.73,4.86,13.28,0
1738,24,Healthcare,1,East,106.7,14.72,0.69,4.7,0.49,1.13,5.55,48,13.64,1,0,0.87,8.67,5.25,1
1739,44,Services,3,West,22.82,14.29,0.63,3.54,0.67,0.46,11.15,36,17.22,0,7,1.0,8.19,4.64,0
1740,52,Healthcare,5,East,53.83,10.37,0.46,0.1,0.54,1.63,2.0,24,16.57,3,0,1.0,11.5,8.44,1
1741,33,Trading,7,West,55.24,19.67,0.4,4.14,0.48,0.87,16.49,60,14.79,1,6,0.81,2.85,1.0,1
1742,33,Trading,4,South,93.21,14.3,0.83,3.29,0.46,2.06,2.95,24,15.69,0,2,0.46,6.54,11.26,1
1743,35,Healthcare,1,North,56.6,5.13,0.85,3.07,0.74,1.05,16.81,24,21.86,0,0,0.59,6.19,1.0,1
1744,46,Manufacturing,0,North,39.08,2.29,0.89,0.1,0.68,1.38,12.33,24,12.81,0,0,0.65,13.56,4.41,0
1745,25,Trading,7,South,48.72,13.0,0.68,2.36,0.59,1.27,10.45,24,16.34,0,8,0.52,10.73,8.01,1
1746,37,Manufacturing,7,West,60.44,15.59,0.6,0.1,0.57,1.39,7.61,36,10.0,0,9,0.42,15.19,4.39,0
1747,44,Manufacturing,8,West,72.17,8.66,0.79,4.75,0.52,0.7,12.37,12,17.11,2,8,0.82,1.0,9.37,1
1748,40,Healthcare,4,West,101.05,10.54,0.88,5.71,0.55,0.89,2.53,48,14.23,0,3,0.63,10.21,12.35,0
1749,36,Manufacturing,7,North,97.99,18.9,0.96,3.07,0.12,1.79,13.69,36,11.44,0,1,0.74,8.74,1.0,0
1750,45,Manufacturing,3,West,27.11,10.7,0.66,6.31,0.4,1.78,8.92,24,15.32,1,9,0.86,4.22,9.27,1
1751,21,Retail,6,South,5.0,15.6,0.84,1.45,0.6,1.58,10.14,48,12.03,1,3,0.44,8.66,3.52,1
1752,41,Services,3,South,12.53,9.51,0.77,5.25,0.41,1.37,2.0,48,20.19,0,14,0.48,7.64,1.0,1
1753,28,Manufacturing,2,West,57.2,19.51,0.71,3.12,0.38,1.06,2.0,36,15.81,0,15,0.4,6.31,1.55,1
1754,21,Services,5,South,83.81,14.61,0.6,1.87,0.64,1.15,8.38,12,15.74,2,0,0.78,8.93,8.16,1
1755,40,Manufacturing,5,South,42.68,13.39,0.89,6.55,0.11,1.42,6.72,36,16.53,0,7,0.85,7.99,3.34,0
1756,48,Services,7,North,21.23,20.93,0.87,5.63,0.32,2.08,9.11,12,12.98,0,22,1.0,5.34,7.7,0
1757,33,Trading,1,South,6.02,4.04,0.68,3.25,0.15,1.11,5.44,12,19.83,0,17,0.99,9.7,6.5,1
1758,44,Trading,7,South,97.57,16.56,0.81,1.7,0.71,0.87,11.84,24,14.72,0,0,0.68,10.29,9.95,0
1759,51,Services,5,North,35.45,3.46,0.79,2.26,0.43,1.54,7.7,60,10.0,0,0,0.98,7.73,2.4,1
1760,48,Manufacturing,8,South,5.0,13.5,0.8,0.58,0.73,1.11,2.0,24,13.47,1,11,0.42,5.0,3.63,1
1761,51,Retail,8,South,49.22,13.26,0.56,0.76,0.39,2.83,7.07,48,16.01,2,8,0.38,1.87,2.99,0
1762,42,Services,0,East,50.1,15.03,0.56,1.4,0.16,1.33,9.73,48,11.76,0,0,0.59,11.9,8.57,0
1763,35,Construction,8,North,76.54,2.63,0.68,6.1,0.38,1.51,11.18,24,10.02,0,1,0.99,5.31,4.76,0
1764,21,Retail,8,West,14.2,14.4,0.76,2.37,0.79,1.17,9.59,48,16.06,0,0,0.87,6.66,5.05,0
1765,32,Construction,1,South,84.89,20.3,0.97,3.12,0.61,0.99,2.0,36,17.36,0,9,0.83,3.9,8.94,0
1766,26,Services,0,Central,89.5,9.3,0.48,0.1,0.48,1.15,16.16,12,11.04,0,2,0.71,13.96,7.81,0
1767,56,Manufacturing,7,West,52.77,8.93,0.87,5.72,0.48,1.95,3.52,36,18.28,2,0,0.73,6.26,7.18,0
1768,33,Construction,5,North,68.19,9.85,0.51,0.47,0.41,1.28,17.12,36,21.38,1,0,0.84,11.45,9.83,1
1769,36,Services,3,South,74.37,17.95,0.74,6.85,0.34,0.98,8.02,36,17.26,0,0,0.7,6.99,4.98,0
1770,40,Retail,9,South,31.99,8.11,0.42,4.72,0.51,1.26,18.97,36,13.67,1,1,0.53,10.31,7.84,0
1771,35,Manufacturing,5,East,8.36,10.71,0.91,3.01,0.15,1.48,14.22,60,15.93,0,0,0.82,11.28,4.13,0
1772,51,Construction,0,North,32.33,17.76,0.74,3.76,0.46,1.66,14.32,36,19.17,0,0,0.81,5.43,5.36,0
1773,28,Services,1,South,5.0,8.0,0.76,2.71,0.4,1.75,3.14,24,16.78,1,0,1.0,5.16,1.0,0
1774,36,Manufacturing,8,Central,64.18,18.7,0.82,2.11,0.41,0.55,2.0,48,12.73,0,4,0.73,5.15,6.1,0
1775,27,Manufacturing,5,North,97.98,9.57,0.66,4.51,0.27,1.47,25.03,36,15.83,1,12,0.74,6.54,7.81,0
1776,21,Trading,2,West,24.21,12.04,0.44,4.0,0.51,0.97,7.53,36,15.23,1,0,0.76,5.6,7.27,0
1777,28,Manufacturing,6,East,36.14,18.07,0.43,1.93,0.75,1.26,10.61,60,14.69,1,0,0.9,8.07,7.09,0
1778,34,Services,3,East,42.44,17.88,0.78,8.02,0.34,1.53,11.61,36,14.64,0,9,0.89,14.79,1.0,0
1779,30,Retail,1,West,111.9,10.38,0.66,2.18,0.52,1.5,16.66,36,12.41,0,0,0.61,5.49,6.41,0
1780,28,Healthcare,8,East,36.36,7.41,0.88,2.67,0.52,2.02,3.19,48,16.79,0,25,0.57,4.98,2.91,0
1781,21,Trading,8,Central,83.57,21.27,0.71,0.1,0.76,1.12,10.54,48,16.22,1,0,0.78,8.61,14.56,1
1782,34,Services,6,Central,51.08,11.44,0.8,2.88,0.18,1.1,2.1,36,21.79,1,1,0.68,8.3,4.19,0
1783,21,Services,0,North,5.0,15.34,0.84,7.28,0.5,1.37,3.34,48,10.29,0,8,0.46,8.78,12.76,1
1784,42,Services,10,North,34.96,16.93,0.84,4.11,0.64,1.91,10.07,48,10.0,0,3,1.0,15.5,1.0,0
1785,35,Construction,10,South,76.38,8.36,0.67,4.69,0.62,0.91,20.95,48,15.72,0,10,0.49,8.62,1.0,0
1786,21,Construction,8,East,35.13,4.81,0.72,2.92,0.32,0.97,10.74,36,14.88,0,4,0.87,18.66,6.13,0
1787,31,Retail,5,South,65.37,16.26,0.83,3.63,0.28,2.08,2.0,36,13.02,0,0,0.72,15.93,6.55,1
1788,27,Services,5,North,101.99,4.16,0.74,5.92,0.47,1.15,9.0,24,13.19,0,9,0.79,9.08,13.86,1
1789,38,Construction,6,South,65.53,6.69,0.44,5.44,0.63,1.84,9.32,24,19.28,0,0,0.7,4.86,1.0,0
1790,48,Construction,1,West,30.94,16.55,0.38,2.29,0.06,1.34,22.78,24,15.16,0,0,0.53,7.62,3.12,0
1791,21,Construction,3,West,71.33,14.92,0.61,3.08,0.23,1.53,6.09,24,16.02,0,2,0.85,6.43,2.54,0
1792,36,Retail,3,South,64.63,14.64,0.84,4.43,0.53,1.58,2.0,48,14.99,0,1,0.45,3.81,3.45,0
1793,33,Retail,6,West,79.12,9.55,0.7,1.72,0.48,0.69,17.0,36,16.45,1,10,0.83,4.12,4.92,0
1794,41,Services,5,North,47.21,19.9,0.94,3.2,0.69,1.18,2.0,24,16.71,1,1,0.85,11.36,6.09,0
1795,37,Trading,2,North,25.73,7.03,0.82,2.2,0.97,1.51,2.04,24,13.56,0,0,0.87,3.6,10.96,0
1796,27,Services,0,Central,66.13,1.0,0.5,3.0,0.77,1.37,11.44,60,17.0,1,15,0.75,11.57,10.41,1
1797,31,Construction,6,West,67.08,2.11,0.85,3.87,0.44,1.96,11.8,24,10.79,0,0,1.0,11.6,7.58,0
1798,27,Healthcare,1,South,34.07,13.08,0.52,2.82,0.28,0.67,9.43,24,14.38,1,10,1.0,6.28,4.3,1
1799,45,Construction,1,Central,5.0,12.04,0.95,4.58,0.18,1.65,6.5,24,10.0,0,0,0.56,11.24,11.36,0
1800,35,Manufacturing,11,North,36.3,16.6,0.78,4.77,0.53,2.34,19.3,36,17.48,0,0,0.68,10.81,1.0,0
1801,54,Healthcare,11,West,14.7,16.0,0.92,4.0,0.08,1.74,11.19,24,17.73,0,18,0.72,10.15,3.99,0
1802,34,Healthcare,3,West,41.93,11.86,0.78,3.81,0.42,1.79,15.43,48,17.68,1,22,0.32,7.14,10.13,1
1803,27,Services,0,North,73.33,3.94,0.7,4.43,0.51,1.27,10.54,36,13.92,0,8,0.62,6.92,3.87,1
1804,21,Construction,8,West,5.0,8.79,0.72,5.14,0.82,1.74,17.22,60,13.78,0,2,0.87,16.11,9.44,1
1805,21,Construction,6,South,59.31,9.23,0.57,0.1,0.49,2.11,11.42,24,14.94,2,8,1.0,2.17,13.02,1
1806,21,Trading,7,North,62.35,21.71,0.73,1.45,0.29,1.59,6.75,12,12.3,1,7,0.41,16.35,3.74,0
1807,37,Manufacturing,3,North,22.27,11.43,0.72,1.89,0.57,1.66,3.02,24,14.98,1,5,1.0,10.14,11.79,0
1808,40,Services,1,West,60.44,18.17,0.78,0.84,0.49,1.37,8.91,24,16.23,0,2,0.66,8.59,1.89,0
1809,21,Retail,4,West,85.1,13.26,0.67,2.16,0.65,1.45,9.72,24,15.37,0,6,0.88,2.44,18.03,0
1810,43,Services,5,West,62.97,11.56,0.57,3.46,0.76,1.99,18.54,12,14.49,0,1,0.64,13.77,10.18,0
1811,30,Healthcare,2,East,111.72,9.21,0.7,2.6,0.39,1.41,6.3,36,12.82,2,6,0.91,16.83,4.36,1
1812,36,Services,8,South,52.5,15.13,0.57,2.49,0.58,0.81,3.71,48,17.96,0,9,0.58,1.8,6.23,0
1813,51,Trading,0,South,80.09,5.92,0.56,4.77,0.87,1.19,12.3,36,14.11,0,12,0.67,6.89,3.93,0
1814,43,Services,6,South,110.98,11.82,0.51,3.87,0.79,0.74,3.24,36,19.12,2,2,0.62,9.41,16.15,1
1815,32,Trading,5,Central,65.24,12.67,0.68,2.2,0.3,1.8,2.0,36,13.84,2,8,0.45,1.0,2.38,0
1816,26,Healthcare,8,East,102.59,13.2,0.72,1.92,0.19,1.1,15.56,12,14.28,1,12,0.47,3.12,15.07,0
1817,21,Trading,2,Central,63.7,6.98,0.62,1.61,0.65,1.69,6.55,48,18.91,1,13,0.64,14.38,8.93,0
1818,27,Construction,7,South,93.7,9.7,0.76,7.27,0.36,0.64,8.03,36,12.67,0,0,0.77,5.79,9.56,0
1819,32,Retail,6,West,16.47,13.88,0.69,0.93,0.74,0.31,2.53,36,17.67,1,7,0.84,9.6,12.74,1
1820,25,Healthcare,5,West,51.84,13.36,0.65,3.81,0.16,0.74,12.38,60,17.28,0,3,0.94,4.6,10.56,0
1821,33,Trading,2,West,124.12,19.54,0.86,0.1,0.31,2.26,15.5,48,14.91,0,0,0.61,3.84,3.26,0
1822,35,Manufacturing,2,West,5.0,10.79,0.61,1.96,0.41,1.14,17.56,60,17.26,0,8,0.71,17.81,13.21,1
1823,32,Healthcare,4,North,26.9,4.94,0.65,0.1,0.26,2.21,2.89,36,21.59,0,11,0.86,3.38,1.9,0
1824,28,Manufacturing,3,West,115.24,9.22,0.75,1.9,0.25,1.17,14.08,36,17.28,0,0,0.54,5.52,10.83,0
1825,36,Retail,8,East,46.78,5.72,0.81,3.83,0.32,2.72,10.41,24,16.57,0,2,0.53,6.89,1.0,0
1826,39,Trading,5,South,46.75,21.47,0.54,1.23,0.63,1.57,8.53,36,15.2,0,5,0.81,1.0,4.92,0
1827,24,Healthcare,7,Central,77.48,16.83,0.72,0.6,0.39,1.77,6.71,24,16.33,1,0,0.85,4.58,9.66,0
1828,49,Healthcare,0,West,87.61,14.16,0.69,4.72,0.55,2.25,4.42,24,13.43,0,1,0.71,13.2,9.21,1
1829,34,Retail,0,West,38.92,14.39,0.8,4.01,0.93,1.95,5.39,36,14.15,1,0,0.7,11.48,1.0,1
1830,35,Construction,4,West,5.0,11.56,0.61,3.17,0.71,1.34,5.95,36,13.53,0,0,0.67,13.89,8.16,1
1831,42,Manufacturing,1,West,22.19,3.84,0.7,0.1,0.55,1.3,6.07,24,13.4,0,6,0.83,8.19,13.62,1
1832,37,Healthcare,5,North,33.17,9.4,0.94,3.77,0.16,1.61,11.85,36,10.27,0,1,0.87,10.58,11.03,0
1833,44,Services,2,West,14.75,1.0,0.64,4.79,0.37,1.77,2.0,24,18.73,0,6,0.76,8.79,7.81,0
1834,37,Manufacturing,5,South,24.18,16.17,0.87,1.96,0.62,1.62,2.0,36,12.75,0,18,0.79,4.88,8.89,0
1835,28,Trading,2,Central,50.27,12.82,0.65,0.1,0.39,2.44,9.31,36,10.0,1,7,0.53,9.74,3.91,0
1836,38,Retail,6,South,24.54,12.47,0.68,2.83,0.28,0.77,7.16,36,14.48,1,11,0.59,3.32,8.63,0
1837,23,Manufacturing,2,South,102.97,7.7,0.64,4.9,0.81,1.64,14.0,24,15.53,0,2,0.74,16.37,3.84,0
1838,36,Services,0,Central,37.88,11.41,0.55,3.68,0.2,1.47,2.0,36,11.87,1,9,0.72,5.98,10.13,0
1839,34,Services,7,South,5.0,15.62,0.55,2.16,0.42,2.16,22.71,60,12.51,0,0,0.58,2.92,1.0,0
1840,32,Retail,2,South,85.23,14.37,0.8,3.46,0.35,1.35,4.51,36,15.36,0,7,0.7,14.39,1.6,0
1841,33,Retail,9,East,146.68,5.45,0.62,5.13,0.24,1.57,2.4,60,16.06,0,13,0.65,12.72,4.15,0
1842,21,Manufacturing,3,South,40.1,7.84,0.59,1.92,0.8,0.77,10.23,12,11.7,1,0,0.68,7.63,6.09,0
1843,29,Trading,2,South,57.7,16.0,0.6,4.37,0.24,0.63,2.0,60,13.45,0,0,0.73,7.92,13.14,0
1844,35,Construction,4,South,89.11,10.4,0.46,2.47,0.28,1.27,3.68,36,17.06,0,15,0.64,8.73,5.6,0
1845,36,Services,3,East,38.69,22.86,0.61,4.45,0.68,1.42,11.39,60,14.3,0,4,0.71,5.91,5.21,0
1846,24,Retail,5,South,106.24,6.22,0.67,2.87,0.5,1.3,11.51,24,16.38,0,0,0.74,8.77,1.0,0
1847,47,Construction,6,West,5.0,10.85,0.56,1.02,0.25,1.66,11.43,36,15.63,0,0,0.91,1.0,8.43,0
1848,26,Construction,6,North,46.45,9.76,0.75,0.1,0.44,1.66,8.6,60,11.54,0,3,0.59,2.07,7.59,0
1849,44,Construction,4,South,25.54,10.71,0.68,1.88,0.27,0.81,2.0,24,11.27,0,0,0.6,6.64,8.02,0
1850,39,Trading,0,South,16.06,6.11,0.59,3.1,0.43,1.2,13.73,36,18.1,0,6,0.97,6.35,1.0,0
1851,28,Retail,10,Central,26.32,1.0,0.73,4.51,0.4,1.32,8.89,24,21.79,0,1,0.61,9.41,2.74,0
1852,52,Services,3,West,65.39,15.41,0.7,0.22,0.2,1.68,13.72,48,18.11,0,3,0.85,11.26,11.19,0
1853,23,Retail,3,South,77.63,20.95,0.81,1.41,0.52,1.99,13.76,24,12.2,0,4,0.55,10.62,14.89,1
1854,44,Manufacturing,4,South,71.26,9.22,0.5,0.42,0.3,0.62,16.46,24,14.96,2,0,0.73,2.96,9.91,0
1855,45,Services,4,North,5.83,13.72,0.93,0.1,0.05,0.42,14.04,36,17.73,0,20,0.6,7.33,8.17,1
1856,28,Retail,0,West,66.53,11.01,0.66,5.12,0.56,1.03,4.49,24,15.24,2,11,0.6,5.77,4.57,0
1857,48,Services,6,South,46.42,10.96,0.82,3.26,0.46,0.91,12.64,48,18.79,1,10,0.61,1.0,9.01,0
1858,32,Manufacturing,2,South,32.55,8.33,0.53,6.55,0.2,0.6,6.29,48,16.77,2,0,0.54,1.64,5.47,1
1859,37,Healthcare,4,East,43.45,16.17,0.7,1.47,0.58,1.07,15.14,36,18.75,0,0,0.9,1.0,3.29,0
1860,37,Services,10,North,99.97,13.5,0.64,4.37,0.6,1.0,2.0,12,13.06,0,2,0.92,11.57,4.87,0
1861,33,Healthcare,7,South,41.73,8.04,0.76,0.27,0.45,2.25,17.5,24,18.0,0,7,0.66,13.99,7.76,0
1862,43,Construction,9,South,72.92,16.67,0.92,5.12,0.55,1.07,2.0,12,11.47,0,7,0.86,2.83,4.87,1
1863,42,Trading,2,North,80.97,20.58,0.71,0.8,0.19,1.33,3.44,48,16.9,0,7,0.91,8.19,5.36,0
1864,21,Manufacturing,7,South,76.41,19.06,0.62,1.97,0.59,1.76,21.97,24,12.41,1,11,0.7,22.45,15.95,1
1865,48,Services,6,South,36.28,11.1,0.71,2.73,0.45,2.38,11.52,60,10.0,0,0,1.0,11.92,3.3,0
1866,21,Manufacturing,4,West,37.91,6.93,0.37,4.14,0.76,1.36,12.63,24,14.63,0,9,0.57,3.32,4.75,0
1867,45,Construction,2,North,58.23,6.8,0.64,4.41,0.07,2.72,5.42,36,14.74,0,0,0.44,1.0,7.65,0
1868,46,Healthcare,8,North,33.38,9.14,0.39,4.23,0.4,1.01,11.56,12,16.29,1,13,0.57,15.6,1.56,0
1869,24,Trading,3,West,24.45,9.54,0.84,4.12,0.24,1.03,2.71,60,11.7,0,12,1.0,16.41,11.13,0
1870,30,Manufacturing,5,East,52.98,17.22,0.82,4.19,0.32,1.36,18.17,36,14.25,0,7,0.82,3.63,6.21,0
1871,23,Healthcare,7,South,25.83,1.0,0.79,2.57,0.43,1.09,11.67,12,12.95,1,3,0.35,4.72,8.61,1
1872,32,Construction,2,South,37.05,11.63,0.58,4.24,0.35,1.43,13.15,48,16.15,0,6,0.52,11.74,2.44,1
1873,31,Construction,1,South,41.77,8.9,0.5,2.11,0.28,1.55,2.0,24,17.24,0,0,0.89,6.45,7.6,0
1874,42,Construction,12,Central,33.35,7.67,0.84,2.37,0.28,1.08,13.34,12,22.01,1,0,0.78,1.0,14.21,0
1875,48,Healthcare,2,West,42.32,15.11,1.0,2.47,0.77,2.6,14.78,36,15.06,0,0,1.0,8.89,9.78,1
1876,48,Services,9,South,37.07,8.02,0.8,1.3,0.49,0.48,11.57,24,10.39,1,0,0.77,1.0,1.0,1
1877,29,Retail,4,South,111.3,11.17,0.93,4.21,0.1,1.66,9.58,60,10.99,0,5,0.78,6.87,11.05,0
1878,32,Manufacturing,3,West,103.06,17.19,0.73,4.48,0.27,0.94,2.0,24,13.79,2,6,0.61,6.16,6.14,1
1879,21,Retail,4,South,37.23,10.28,0.66,3.32,0.54,1.35,12.25,24,13.97,1,9,0.53,1.88,3.5,1
1880,26,Construction,4,West,36.28,19.5,0.96,0.2,0.4,1.31,6.67,36,14.3,0,3,0.65,1.57,1.0,1
1881,44,Retail,9,Central,43.27,7.2,0.69,5.12,0.47,1.06,15.07,60,18.31,0,4,1.0,12.45,9.86,0
1882,51,Healthcare,7,South,57.17,1.0,0.85,2.12,0.58,1.64,9.08,24,15.78,1,8,0.52,1.7,5.23,0
1883,22,Construction,4,South,46.94,14.97,0.68,4.07,0.1,1.58,10.32,36,15.06,1,7,0.69,1.23,1.0,0
1884,29,Construction,0,South,50.48,13.87,0.66,4.05,0.56,1.97,15.0,12,15.17,1,0,0.47,11.43,2.17,1
1885,34,Trading,5,South,73.72,18.12,0.67,5.77,0.67,2.08,8.31,12,12.69,0,12,0.97,10.4,7.97,1
1886,37,Trading,5,West,23.97,14.58,0.76,3.23,0.13,1.58,5.51,48,17.62,1,0,0.39,9.19,9.36,1
1887,26,Healthcare,8,South,32.17,20.98,0.64,3.37,0.49,0.9,10.44,24,10.0,0,0,0.62,12.07,10.44,0
1888,39,Healthcare,0,North,6.77,13.87,1.0,6.46,0.05,1.92,15.5,36,12.63,0,8,1.0,11.65,6.95,0
1889,30,Retail,3,West,37.97,18.13,0.75,1.82,0.5,0.92,6.61,24,11.98,0,0,0.98,11.15,9.94,1
1890,34,Manufacturing,3,Central,51.1,17.04,0.67,5.61,0.51,1.88,10.69,24,10.45,0,0,0.93,20.09,6.75,0
1891,40,Retail,4,North,51.34,8.49,0.6,4.13,0.24,0.64,12.97,36,17.42,0,14,0.78,2.46,15.19,0
1892,35,Healthcare,5,South,87.59,9.31,0.79,5.57,0.36,1.39,11.14,12,15.45,0,0,0.74,10.28,7.92,0
1893,30,Manufacturing,6,South,23.77,10.55,0.36,0.1,0.41,0.8,18.04,24,10.0,0,6,0.39,10.73,5.29,0
1894,33,Retail,0,West,5.0,24.94,0.67,1.41,0.45,1.72,6.63,24,14.76,1,0,0.83,1.0,7.43,0
1895,34,Services,5,South,52.71,8.61,0.82,1.11,0.35,1.22,14.68,12,14.35,0,0,0.58,7.42,12.77,1
1896,31,Services,5,South,44.48,14.53,0.53,0.61,0.67,1.12,14.09,24,13.64,1,0,1.0,11.84,2.53,0
1897,32,Manufacturing,5,Central,75.64,12.63,0.76,4.88,0.52,1.88,20.07,36,13.36,1,6,0.68,13.88,14.4,0
1898,50,Trading,4,South,52.45,13.39,0.77,2.94,0.32,1.23,3.01,48,16.92,1,6,0.72,6.34,8.37,1
1899,40,Manufacturing,0,South,88.4,12.35,0.66,0.1,0.66,0.86,9.25,24,16.36,0,9,0.68,13.61,4.3,0
1900,32,Retail,6,East,45.81,9.8,0.72,0.1,0.55,2.1,8.83,36,12.38,2,0,1.0,8.99,4.44,0
